,City,Lat,lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
370,pangai,-19.8,-174.35,78.8,83,40,9.17,TO,1615617194
371,karakol,42.4907,78.3936,47.21,50,100,3.38,KG,1615617194
372,caloundra,-26.8,153.1333,82.0,68,0,5.99,AU,1615617194
373,axim,4.8699,-2.2405,80.96,84,100,6.02,GH,1615617195
374,eureka,40.8021,-124.1637,48.0,81,17,3.87,US,1615617195
375,vila velha,-20.3297,-40.2925,75.99,78,0,6.91,BR,1615616993
376,santarem,-2.4431,-54.7083,71.6,100,75,2.3,BR,1615616896
377,axapusco,19.7333,-98.75,68.0,34,40,10.36,MX,1615617195
378,komsomolskiy,40.4272,71.7189,59.0,51,100,4.61,UZ,1615617196
379,quelimane,-17.8786,36.8883,77.0,100,75,6.71,MZ,1615617138
380,carora,10.1755,-70.0827,71.28,79,9,6.64,VE,1615617196
381,sibut,5.718,19.0739,81.66,59,100,6.76,CF,1615617196
382,dhanera,24.5167,72.0167,95.36,9,0,6.85,IN,1615617197
383,qinhuangdao,39.9317,119.5883,49.44,63,43,10.16,CN,1615617197
384,liverpool,53.4106,-2.9779,42.8,87,90,29.93,GB,1615617173
385,piro,25.3333,84.4167,93.34,20,100,2.62,IN,1615617197
386,comodoro rivadavia,-45.8667,-67.5,66.2,37,0,13.8,AR,1615617010
387,luan,46.3592,6.9759,39.99,75,0,5.73,CH,1615617198
388,cerritos,33.8583,-118.0648,50.0,81,1,4.61,US,1615617071
389,maues,-3.3836,-57.7186,71.98,96,88,1.43,BR,1615617198
390,umm kaddadah,13.6017,26.6876,83.8,13,60,28.3,SD,1615617199
391,khani,41.9563,42.9566,39.2,81,0,8.05,GE,1615617199
392,oktyabrskoye,43.0645,44.7417,23.0,80,40,2.24,RU,1615617199
393,alice springs,-23.7,133.8833,75.2,78,94,9.22,AU,1615617200
394,lakes entrance,-37.8811,147.981,68.0,84,100,5.95,AU,1615617200
395,namibe,-15.1961,12.1522,74.52,86,80,1.83,AO,1615617200
396,rodino,52.5,80.25,0.25,91,100,14.32,RU,1615617200
397,makakilo city,21.3469,-158.0858,69.8,100,90,14.0,US,1615617201
398,tomatlan,19.9333,-105.25,64.51,67,0,1.79,MX,1615617201
399,preobrazheniye,42.9019,133.9064,40.98,65,100,3.11,RU,1615617202
400,iqaluit,63.7506,-68.5145,-16.01,69,90,13.8,CA,1615616988
401,barra patuca,15.8,-84.2833,74.71,86,5,10.16,HN,1615617202
402,sorgun,39.8101,35.186,37.76,33,0,4.29,TR,1615617202
403,bud,39.447,-86.1758,45.0,56,63,8.21,US,1615617203
404,alyangula,-13.8483,136.4192,77.0,94,75,6.91,AU,1615617203
405,westport,41.1415,-73.3579,46.4,29,1,25.32,US,1615617116
406,lucapa,-8.4192,20.7447,71.55,90,100,1.9,AO,1615617204
407,aykhal,66.0,111.5,8.37,91,100,10.85,RU,1615617196
408,bumba,2.1833,22.4667,77.86,82,100,4.07,CD,1615617204
409,khandyga,62.6667,135.6,8.08,82,0,2.19,RU,1615617204
410,zeya,53.75,127.2667,36.21,94,35,3.36,RU,1615617189
411,aripuana,-9.1667,-60.6333,70.45,98,98,1.39,BR,1615617205
412,amnat charoen,15.9167,104.75,93.99,41,0,4.81,TH,1615617205
413,port macquarie,-31.4333,152.9167,84.2,61,4,9.22,AU,1615617034
414,infanta,14.7425,121.6494,76.33,89,100,15.57,PH,1615617205
415,kermanshah,34.3142,47.065,42.8,65,40,11.5,IR,1615617206
416,tessalit,20.1986,1.0114,59.05,48,0,4.92,ML,1615617206
417,leninskoye,41.7589,69.3864,51.8,71,40,4.61,KZ,1615617206
418,moron,-34.6534,-58.6198,71.01,80,40,1.99,AR,1615617207
419,mindelo,16.8901,-24.9804,68.0,77,0,10.36,CV,1615617075
420,asyut,27.181,31.1837,53.6,50,0,9.22,EG,1615617207
421,ponta do sol,32.6667,-17.1,55.0,69,100,5.01,PT,1615616993
422,san jose,37.3394,-121.895,51.01,71,1,1.23,US,1615616969
423,gwadar,25.1216,62.3254,77.77,74,4,16.55,PK,1615617208
424,brae,60.3964,-1.353,41.0,81,40,23.02,GB,1615617208
425,batagay-alyta,67.8006,130.4114,-8.86,86,0,2.71,RU,1615617208
426,kargil,34.5667,76.1,21.85,74,18,0.49,IN,1615617209
427,bilibino,68.0546,166.4372,0.52,96,100,9.53,RU,1615617209
428,lake havasu city,34.4839,-114.3224,50.0,43,1,4.61,US,1615616952
429,narathiwat,6.3333,101.75,95.0,62,20,9.22,TH,1615617209
430,horsham,51.064,-0.3272,43.0,75,40,16.11,GB,1615617033
431,lamu,-2.2717,40.902,84.2,70,20,6.91,KE,1615617210
432,buraydah,26.326,43.975,60.8,59,0,4.61,SA,1615617210
433,tommot,58.9564,126.2925,26.62,78,100,8.86,RU,1615617210
434,kattivakkam,13.2167,80.3167,89.6,48,0,4.61,IN,1615617211
435,balkanabat,39.5108,54.3671,30.61,92,100,6.4,TM,1615617195
436,kavaratti,10.5669,72.642,83.64,64,0,6.02,IN,1615617211
437,tsuruga,35.6455,136.0558,53.01,72,100,5.01,JP,1615617211
438,binzhou,37.3667,118.0167,69.01,40,0,5.39,CN,1615617212
439,anahuac,27.2333,-100.15,72.28,82,100,24.11,MX,1615617212
440,bac lieu,9.285,105.7244,87.04,53,18,18.3,VN,1615617212
441,paranhos,-23.8928,-55.4311,66.69,69,0,2.15,BR,1615617213
442,chicama,-7.8447,-79.1469,73.44,70,0,4.88,PE,1615617213
443,komsomolets,53.7453,62.0708,12.67,83,0,8.77,KZ,1615617213
444,tolentino,43.2126,13.2901,50.0,66,0,4.7,IT,1615617213
445,fukue,32.6881,128.8419,57.2,62,75,13.8,JP,1615617074
446,tuy hoa,13.0833,109.3,80.58,69,0,15.08,VN,1615617214
447,sayyan,15.1718,44.3244,69.1,14,0,6.4,YE,1615617214
448,korla,41.7597,86.1469,66.34,19,0,24.65,CN,1615617215
449,marienburg,54.0359,19.0266,36.0,100,100,12.71,PL,1615617215
450,phetchabun,16.25,101.0833,96.01,49,20,3.44,TH,1615617215
451,bintulu,3.1667,113.0333,84.2,79,40,2.3,MY,1615617215
452,shenjiamen,29.9576,122.298,52.65,74,50,6.76,CN,1615617216
453,sorong,-0.8833,131.25,83.19,80,24,11.54,ID,1615617216
454,muncar,-8.4333,114.3333,85.62,72,99,9.91,ID,1615617216
455,san andres,12.5847,-81.7006,78.8,83,20,11.5,CO,1615617217
456,sassandra,4.95,-6.0833,75.74,88,100,5.01,CI,1615617217
457,santa barbara,34.7333,-120.0343,50.0,87,90,5.75,US,1615617080
458,iglesias,39.3114,8.535,50.0,100,0,4.61,IT,1615617217
459,sur,22.5667,59.5289,93.13,21,0,20.04,OM,1615617218
460,arlit,18.7369,7.3853,74.21,16,68,10.22,NE,1615617218
461,fairbanks,64.8378,-147.7164,-16.01,76,1,2.62,US,1615616954
462,simao,22.7886,100.9748,83.73,15,0,5.64,CN,1615617219
463,tulln,48.3283,16.0586,44.01,65,75,2.3,AT,1615617219
464,tripoli,32.8752,13.1875,61.05,57,100,3.71,LY,1615617219
465,vedasandur,10.5333,77.95,89.46,34,0,7.92,IN,1615617219
466,zgorzelec,51.1494,15.0084,41.0,77,100,8.99,PL,1615617220
467,lavrentiya,65.5833,-171.0,16.2,92,100,21.14,RU,1615617220
468,rawlins,41.7911,-107.2387,32.0,80,40,17.27,US,1615617220
469,le vauclin,14.5452,-60.8388,75.2,78,75,8.05,MQ,1615617221
470,charyshskoye,51.3978,83.5598,5.68,93,100,12.39,RU,1615617221
471,andra,62.5147,65.8878,20.17,78,98,15.43,RU,1615617221
472,ahipara,-35.1667,173.1667,64.54,89,22,4.27,NZ,1615617222
473,hailar,49.2,119.7,37.47,67,0,11.45,CN,1615617222
474,mao,39.8885,4.2658,48.2,81,0,8.05,ES,1615617222
475,suzuka,34.8833,136.5833,57.99,67,75,25.32,JP,1615617223
476,nouadhibou,20.931,-17.0347,64.4,42,0,10.36,MR,1615617223
477,labuhan,-6.8844,112.2051,84.9,72,25,10.18,ID,1615617223
478,saint anthony,45.0205,-93.218,32.0,74,1,3.44,US,1615617224
479,lagos,6.5833,3.75,73.4,100,20,3.44,NG,1615617224
480,vilyuysk,63.7553,121.6247,15.22,88,100,11.3,RU,1615617224
481,boguchany,58.3814,97.4531,16.72,78,100,6.33,RU,1615617225
482,codrington,-38.2667,141.9667,59.4,64,76,19.55,AU,1615617225
483,jucurutu,-6.0339,-37.0203,74.84,79,5,3.44,BR,1615617225
484,isoka,-10.1606,32.6335,67.98,91,100,3.85,ZM,1615617226
485,auki,-8.7676,160.7034,79.68,85,100,5.48,SB,1615617226
486,aktash,50.3,87.7333,31.19,72,100,5.68,RU,1615617226
487,malaya vishera,58.8454,32.2222,33.69,97,100,11.16,RU,1615617227
488,rosetta,31.4044,30.4164,59.0,55,40,5.75,EG,1615617227
489,laguna,38.421,-121.4238,51.01,57,1,1.25,US,1615617027
490,bay roberts,47.5999,-53.2648,34.0,90,34,1.99,CA,1615617227
491,ossora,59.2353,163.0719,12.27,73,100,6.35,RU,1615617228
492,bacungan,9.9106,118.7022,80.6,83,90,6.91,PH,1615617228
493,bichura,50.5881,107.6022,47.73,64,0,4.54,RU,1615617228
494,aden,12.7794,45.0367,79.92,68,100,17.69,YE,1615617208
495,finschhafen,-6.6024,147.8681,85.24,75,5,12.73,PG,1615617229
496,paita,-5.0892,-81.1144,76.82,70,100,6.04,PE,1615617229
497,nivala,63.9167,24.9667,21.99,90,92,4.0,FI,1615617229
498,cayenne,4.9333,-52.3333,73.4,94,90,2.19,GF,1615616997
499,batemans bay,-35.7167,150.1833,77.0,85,96,15.01,AU,1615617230
500,sakakah,29.9697,40.2064,53.6,54,0,5.75,SA,1615617230
501,jiaocheng,24.6774,116.1389,77.65,58,70,3.33,CN,1615617230
502,aksarka,66.5606,67.7975,-4.02,93,100,12.68,RU,1615617231
503,muravlenko,63.7898,74.523,14.72,85,100,26.49,RU,1615617026
504,la ronge,55.1001,-105.2842,26.6,68,100,4.61,CA,1615617231
505,malinovoye ozero,51.6753,79.7825,5.09,77,100,13.69,RU,1615617231
506,shimoda,34.6667,138.95,59.0,94,75,10.36,JP,1615617232
507,mnogovershinnyy,53.9353,139.9242,28.85,96,100,4.7,RU,1615617232
508,camana,-16.6228,-72.7111,71.96,85,7,6.78,PE,1615617232
509,cidreira,-30.1811,-50.2056,69.64,83,68,6.71,BR,1615617233
510,sidney,-33.8679,151.2073,82.99,61,75,20.71,AU,1615617156
511,anahawan,10.3429,124.8782,82.0,81,100,1.74,PH,1615617233
512,lasa,46.6166,10.7002,35.01,74,0,3.44,IT,1615617233
513,notse,6.95,1.1667,79.86,79,100,1.01,TG,1615617234
514,niamey,13.5137,2.1098,77.0,18,16,11.5,NE,1615617234
515,nemuro,43.3236,145.575,39.2,65,0,11.5,JP,1615617234
516,broken hill,-31.95,141.4333,71.6,64,75,24.16,AU,1615617235
517,ilo,-17.6394,-71.3375,71.46,84,25,6.35,PE,1615617235
518,hambantota,6.1241,81.1185,89.6,66,75,11.5,LK,1615617235
519,santa maria,-29.6842,-53.8069,61.86,75,33,4.12,BR,1615617235
520,port blair,11.6667,92.75,87.75,55,24,11.54,IN,1615617236
521,qaqortoq,60.7167,-46.0333,12.2,44,75,3.44,GL,1615617236
522,riyadh,24.6877,46.7219,71.6,18,0,12.66,SA,1615617004
523,west mifflin,40.3634,-79.8664,37.4,56,1,6.91,US,1615617158
524,grandview,38.8858,-94.533,42.8,87,90,11.5,US,1615616937
525,tahe,52.3333,124.7333,41.04,74,46,1.86,CN,1615617237
526,ziarat,30.3823,67.7282,50.72,59,83,8.32,PK,1615617237
527,jodhpur,26.2867,73.03,91.06,12,0,1.99,IN,1615617010
528,kings park,40.8862,-73.2573,48.2,40,1,29.93,US,1615617227
529,quatre cocos,-20.2078,57.7625,86.0,62,40,12.66,MU,1615617238
530,laje,-10.1833,-40.9667,64.8,89,50,2.62,BR,1615617238
531,evensk,61.95,159.2333,8.33,76,100,7.92,RU,1615617238
532,lishu,43.3047,124.3278,50.83,28,0,6.64,CN,1615617239
533,jaguarari,-10.2639,-40.1958,67.55,87,93,9.91,BR,1615617239
534,gorontalo,0.5412,123.0595,85.77,72,100,3.56,ID,1615617239
535,miandrivazo,-19.5167,45.4667,84.94,58,0,3.4,MG,1615617240
536,zhuhai,22.2769,113.5678,82.0,73,20,11.5,CN,1615617240
537,coquimbo,-29.9533,-71.3436,60.8,82,90,2.3,CL,1615616973
538,los andes,-32.8337,-70.5983,63.0,99,0,0.47,CL,1615617200
539,carballo,43.213,-8.691,50.0,87,40,8.05,ES,1615617241
540,praya,14.9215,-23.5087,66.2,63,20,11.5,CV,1615617241
541,harper,4.375,-7.7169,77.99,89,100,6.29,LR,1615617208
542,ndele,8.4109,20.6473,83.73,46,93,4.36,CF,1615617241
543,deputatskiy,69.3,139.9,-17.77,82,0,1.36,RU,1615617242
544,saint-pierre,-21.3393,55.4781,86.0,62,75,25.32,RE,1615617242
545,springbok,-29.6643,17.8865,74.34,24,81,0.72,ZA,1615617242
546,nouakchott,18.0858,-15.9785,66.2,26,11,11.5,MR,1615617243
547,tezu,27.9167,96.1667,92.91,25,5,5.32,IN,1615617243
548,tilichiki,60.4667,166.1,12.67,91,100,15.55,RU,1615617243
549,jizan,17.3333,42.6667,91.4,46,0,8.05,SA,1615617244
550,halifax,44.6453,-63.5724,39.2,60,59,3.44,CA,1615617080
551,pimentel,-6.8367,-79.9342,72.0,85,100,3.0,PE,1615617244
552,linhares,-19.3911,-40.0722,68.7,96,0,2.84,BR,1615617244
553,ust-tsilma,65.441,52.1498,16.45,87,82,8.97,RU,1615617245
554,zlobin,45.2924,14.6541,48.2,81,40,8.05,HR,1615617245
555,sisophon,13.5859,102.9737,99.95,22,0,6.67,KH,1615617245
556,rafai,4.95,23.9167,77.54,67,100,4.12,CF,1615617246
557,aksay,47.26,39.87,23.0,80,40,17.9,RU,1615617246
558,caxito,-8.5785,13.6643,77.0,83,75,10.36,AO,1615617246
559,shahrud,36.4182,54.9763,29.91,73,100,9.26,IR,1615617246
560,belaya gora,68.5333,146.4167,-15.12,95,0,2.08,RU,1615617247
561,changde,29.0464,111.6783,64.8,68,23,3.47,CN,1615617247
562,grand bank,47.0999,-55.765,35.1,83,0,19.22,CA,1615617247
563,wasilla,61.5814,-149.4394,8.01,85,1,1.43,US,1615617248
564,coihaique,-45.5752,-72.0662,49.05,97,83,5.73,CL,1615617248
565,sergeyevka,53.88,67.4158,4.84,93,97,12.68,KZ,1615617248
566,cascais,38.6979,-9.4215,51.01,77,0,14.5,PT,1615617249
567,silver city,32.7701,-108.2803,41.0,23,1,3.44,US,1615617249
568,bambanglipuro,-7.95,110.2833,84.27,62,100,10.92,ID,1615617186
569,desesti,47.7667,23.85,33.8,93,75,2.3,RO,1615617249
570,tuatapere,-46.1333,167.6833,60.21,75,0,2.57,NZ,1615617250
571,atambua,-9.1061,124.8925,80.51,81,99,2.04,ID,1615617250
572,puerto maldonado,-12.6,-69.1833,70.61,97,100,1.5,PE,1615617250
573,carolina,18.3808,-65.9574,73.4,94,40,4.61,PR,1615617251
574,lyuban,52.7985,28.0048,33.12,93,1,9.98,BY,1615617251
